origin_data_source_category_id,target_data_source_category_id,origin_data_source_category_size,target_data_source_category_size,size_change
1073216,1013701561,209304,0,0
1073217,1013592391,1155252,0,0
1073219,1013704201,407796,0,0
1073220,1013592441,1618332,0,0
1073222,1013704191,180336,0,0
1073223,1013592401,1171368,0,0
1073225,1013704211,296616,0,0
1073226,1013592341,1534080,0,0
1073228,1013704231,302532,0,0
1073229,1013592451,1245012,0,0
1073231,1013704221,183192,0,0
1073232,1013592351,1120980,0,0
1073234,1013704131,424524,0,0
1073235,1013592281,1557540,0,0
1073237,1013704041,198084,0,0
1073238,1013592251,1147908,0,0
1073240,1013704141,303960,0,0
1073241,1013592291,1580796,0,0
1073243,1013704051,270912,0,0
1073244,1013592261,1568556,0,0
1073246,1013704091,297432,0,0
1073247,1013592231,1133832,0,0
1073249,1013704151,569976,0,0
1073250,1013592271,1801320,0,0
1073252,1013704101,209304,0,0
1073253,1013592241,1173000,0,0
1073255,1013704161,208896,0,0
1073256,1013592181,1113432,0,0
1073258,1013704061,137904,0,0
1073259,1013592131,982872,0,0
1073261,1013704171,300492,0,0
1073262,1013592191,1451256,0,0
1073264,1013704071,166260,0,0
1073265,1013592141,1029384,0,0
1073267,1013704111,103836,0,0
1073268,1013592081,923100,0,0
1073270,1013704081,292332,0,0
1073271,1013592151,1575288,0,0
1073273,1013704121,151164,0,0
1073274,1013592091,969612,0,0
1073276,1013704181,398208,0,0
1073277,1013592201,1625268,0,0
1073279,1013703891,247656,0,0
1073280,1013592101,1556928,0,0
1073282,1013703981,305388,0,0
1073283,1013592211,1261536,0,0
1073285,1013703901,453492,0,0
1073286,1013592161,1679532,0,0
1073288,1013703941,571608,0,0
1073289,1013592111,1950648,0,0
1073291,1013703911,321504,0,0
1073292,1013592171,1121184,0,0
1073294,1013703951,183804,0,0
1073295,1013592121,995724,0,0
1073297,1013703991,208692,0,0
1073298,1013592221,1247460,0,0
1073300,1013704001,199512,0,0
1073301,1013592031,1214616,0,0
1073303,1013703921,254592,0,0
1073304,1013591981,1165452,0,0
1073306,1013703961,225012,0,0
1073307,1013591931,978384,0,0
1073309,1013704011,199308,0,0
1073310,1013591991,1163412,0,0
1073312,1013703971,274380,0,0
1073313,1013591941,1104864,0,0
1073315,1013704021,300696,0,0
1073316,1013592041,1269900,0,0
1073318,1013703931,365364,0,0
1073319,1013592001,1501236,0,0
1073321,1013704031,242148,0,0
1073322,1013592051,1007760,0,0
1073324,1013703741,305592,0,0
1073325,1013592011,1177284,0,0
1073327,1013703771,319872,0,0
1073328,1013591951,1729512,0,0
1073330,1013703751,184824,0,0
1073331,1013592021,1076712,0,0
1073333,1013703781,288456,0,0
1073334,1013591961,1557744,0,0
1073336,1013703791,280296,0,0
1073337,1013592061,1634244,0,0
1073339,1013703761,197064,0,0
1073340,1013591971,1225836,0,0
1073342,1013703801,200940,0,0
1073343,1013592071,1288872,0,0
1073649,1013831321,137088,0,0
1073650,1013641621,8374812,0,0
1073652,1013831311,207876,0,0
1073653,1013641611,8773632,0,0
1073655,1013831331,139332,0,0
1073656,1013640571,8170608,0,0
1073658,1013831351,141372,0,0
1073659,1013641631,8175912,0,0
1073661,1013831341,153816,0,0
1073662,1013640941,8165508,0,0
1073664,1013831251,179316,0,0
1073665,1013641641,8540664,0,0
1073667,1013831161,233988,0,0
1073668,1013641251,6233628,0,0
1073670,1013831261,116484,0,0
1073671,1013641511,7699164,0,0
1073673,1013831171,211140,0,0
1073674,1013640911,8588196,0,0
1073676,1013831211,238068,0,0
1073677,1013640581,8778936,0,0
1073679,1013831271,227256,0,0
1073680,1013640921,8997012,0,0
1073682,1013831221,162792,0,0
1073683,1013641581,8319528,0,0
1073685,1013831281,221340,0,0
1073686,1013641521,7389288,0,0
1073688,1013831181,132396,0,0
1073689,1013641261,8933568,0,0
1073691,1013831291,260100,0,0
1073692,1013640931,9156336,0,0
1073694,1013831191,238476,0,0
1073695,1013640501,9742428,0,0
1073697,1013831231,187068,0,0
1073698,1013641281,8808924,0,0
1073700,1013831241,128928,0,0
1073701,1013640591,8368080,0,0
1073703,1013831301,175644,0,0
1073704,1013641531,8542296,0,0
1073706,1013831201,213588,0,0
1073707,1013640801,8310756,0,0
1073709,1013831051,234396,0,0
1073710,1013641541,8169588,0,0
1073712,1013831011,190128,0,0
1073713,1013640511,8935200,0,0
1073715,1013831061,207468,0,0
1073717,1013641571,8889504,0,0
1073718,1013831101,157284,0,0
1073719,1013641551,8223036,0,0
1073721,1013831071,199920,0,0
1073722,1013640601,8683668,0,0
1073724,1013831111,255204,0,0
1073725,1013640821,8461512,0,0
1073727,1013831021,238680,0,0
1073728,1013641491,8953560,0,0
1073730,1013831121,128928,0,0
1073731,1013641271,8087784,0,0
1073733,1013831031,128520,0,0
1073734,1013641501,8174688,0,0
1073736,1013831081,234804,0,0
1073737,1013640891,9155928,0,0
1073739,1013831131,183192,0,0
1073740,1013640811,8118180,0,0
1073742,1013831091,246636,0,0
1073743,1013641591,9692856,0,0
1073745,1013831141,262752,0,0
1073746,1013641561,9180000,0,0
1073748,1013831041,188292,0,0
1073749,1013640521,9296484,0,0
1073751,1013831151,260100,0,0
1073752,1013640831,9243444,0,0
1073754,1013830911,241944,0,0
1073755,1013640531,8854008,0,0
1073757,1013830951,200328,0,0
1073758,1013641241,6544524,0,0
1073760,1013830921,267444,0,0
1073761,1013641181,6422736,0,0
1073763,1013830961,176868,0,0
1073764,1013640901,8185092,0,0
1073766,1013830971,189108,0,0
1073767,1013641191,8721612,0,0
1073769,1013830931,96696,0,0
1073770,1013641601,6696504,0,0
1073772,1013830981,235212,0,0
1073773,1013641201,8484564,0,0
1073775,1013830941,132804,0,0
1073776,1013640541,8167548,0,0
1073779,1013830881,140148,0,0
1073780,1013641461,8411532,0,0
1073782,1013830991,164832,0,0
1073783,1013641101,8082684,0,0
1073785,1013830891,191964,0,0
1073786,1013640551,8790360,0,0
1073788,1013830861,212976,0,0
1073789,1013640771,9349932,0,0
1073791,1013830901,141576,0,0
1073792,1013640561,8172240,0,0
1073794,1013830871,268668,0,0
1073795,1013641171,9471108,0,0
1073797,1013831001,127500,0,0
1073798,1013641111,7703040,0,0
1073800,1013830801,182580,0,0
1073801,1013640481,8405412,0,0
1073803,1013830751,166464,0,0
1073804,1013641211,8084316,0,0
1073806,1013830711,309264,0,0
1073807,1013640781,9532512,0,0
1073809,1013830811,198288,0,0
1073810,1013640841,8848296,0,0
1073812,1013830721,264180,0,0
1073813,1013640791,8866248,0,0
1073815,1013830821,203388,0,0
1073816,1013640491,9126756,0,0
1073818,1013830761,150960,0,0
1073819,1013641221,8018220,0,0
1073821,1013830831,168096,0,0
1073822,1013640331,8689176,0,0
1073824,1013830771,151776,0,0
1073825,1013641231,8412756,0,0
1073827,1013830731,105672,0,0
1073828,1013641471,7983540,0,0
1073830,1013830781,202776,0,0
1073831,1013640851,8688564,0,0
1073833,1013830741,226236,0,0
1073834,1013641481,9078816,0,0
1073836,1013830841,322116,0,0
1073837,1013640761,9092280,0,0
1073839,1013830791,295800,0,0
1073840,1013640351,6734856,0,0
1073842,1013830851,176256,0,0
1073843,1013641311,8202840,0,0
1073845,1013830621,166464,0,0
1073846,1013640421,8206716,0,0
1073848,1013830561,182580,0,0
1073849,1013640361,8208348,0,0
1073851,1013830631,210936,0,0
1073852,1013640861,6355824,0,0
1073854,1013830571,164016,0,0
1073855,1013640371,8492724,0,0
1073857,1013830671,178908,0,0
1073858,1013641121,8207328,0,0
1073860,1013830581,189108,0,0
1073861,1013640381,8505576,0,0
1073863,1013830681,238884,0,0
1073864,1013641131,9197952,0,0
1073866,1013830641,161772,0,0
1073867,1013640871,8115936,0,0
1073869,1013830591,202368,0,0
1073870,1013641141,8593500,0,0
1073872,1013830651,205428,0,0
1073873,1013640881,8756496,0,0
1073875,1013830601,252144,0,0
1073876,1013640661,9095748,0,0
1073878,1013830691,271728,0,0
1073879,1013640611,9963360,0,0
1073881,1013830611,184824,0,0
1073882,1013640671,8746500,0,0
1073884,1013830701,171156,0,0
1073885,1013641151,9009252,0,0
1073887,1013830661,175848,0,0
1073888,1013640721,8258124,0,0
1073890,1013830511,265200,0,0
1073891,1013641161,7946616,0,0
1073893,1013830471,155040,0,0
1073894,1013641411,7980684,0,0
1073896,1013830411,255408,0,0
1073897,1013640391,9513336,0,0
1073899,1013830521,213384,0,0
1073900,1013641331,9365436,0,0
1073902,1013830531,173196,0,0
1073903,1013640341,8116548,0,0
1073905,1013830481,219504,0,0
1073906,1013641421,8510268,0,0
1073908,1013830421,161976,0,0
1073909,1013640991,8933568,0,0
1073911,1013830491,157488,0,0
1073912,1013641431,8303004,0,0
1073914,1013830431,142800,0,0
1073915,1013641341,8200800,0,0
1073917,1013830541,151776,0,0
1073918,1013640951,8806068,0,0
1073920,1013830441,158916,0,0
1073921,1013641001,8436420,0,0
1073932,1013830501,157896,0,0
1073933,1013640431,8221404,0,0
1073935,1013830451,205836,0,0
1073936,1013640681,8306880,0,0
1073938,1013830551,220320,0,0
1073939,1013640961,8700192,0,0
1073941,1013830461,168300,0,0
1073942,1013641351,8232216,0,0
1073944,1013830351,158100,0,0
1073945,1013640971,8368284,0,0
1073947,1013830301,172584,0,0
1073948,1013640731,8197944,0,0
1073950,1013830361,188088,0,0
1073951,1013640981,8778324,0,0
1073953,1013830311,244188,0,0
1073954,1013641071,8937036,0,0
1073956,1013830261,170544,0,0
1073957,1013641011,8733852,0,0
1073959,1013830371,175644,0,0
1073960,1013641081,8073912,0,0
1073962,1013830271,167892,0,0
1073963,1013641021,8035152,0,0
1073965,1013830381,138312,0,0
1073966,1013640621,7219968,0,0
1073968,1013830321,207672,0,0
1073969,1013641441,8399088,0,0
1073971,1013830391,154428,0,0
1073972,1013640631,8311572,0,0
1073974,1013830331,184008,0,0
1073975,1013640441,8427648,0,0
1073977,1013830281,242760,0,0
1073978,1013641031,8539644,0,0
1073980,1013830341,174012,0,0
1073981,1013641091,8497212,0,0
1073983,1013830291,4284,0,0
1073984,1013641361,7491288,0,0
1073986,1013830401,168300,0,0
1073987,1013641321,8280564,0,0
1073989,1013830141,209304,0,0
1073990,1013641041,8991708,0,0
1073992,1013830241,180540,0,0
1073993,1013640641,8827488,0,0
1073995,1013830151,169116,0,0
1073996,1013640451,8851560,0,0
1073998,1013830111,180540,0,0
1073999,1013641371,8887668,0,0
1074001,1013830251,181560,0,0
1074002,1013640651,8158164,0,0
1074004,1013830161,164016,0,0
1074005,1013640741,8526588,0,0
1074007,1013830121,148716,0,0
1074008,1013641381,8371956,0,0
1074010,1013830171,176052,0,0
1074011,1013640751,8265672,0,0
1074013,1013830131,193800,0,0
1074014,1013641391,8485788,0,0
1074237,1013830221,211548,0,0
1074238,1013640411,9197544,0,0
1074240,1013830201,204204,0,0
1074241,1013641451,8677344,0,0
1074243,1013830231,181356,0,0
1074244,1013640711,8918472,0,0
1074246,1013830181,247656,0,0
1074247,1013640691,4858668,0,0
1074249,1013830211,159120,0,0
1074250,1013641051,8195700,0,0
1074252,1013830191,194412,0,0
1074253,1013640701,9230592,0,0
1074255,1013829971,189108,0,0
1074256,1013640461,8898072,0,0
1074258,1013830041,215424,0,0
1074259,1013641401,8872164,0,0
1074261,1013829981,263568,0,0
1074262,1013640471,3852540,0,0
1074264,1013830051,151572,0,0
1074265,1013641061,7996596,0,0
1074267,1013829961,182580,0,0
1074268,1013640401,8652456,0,0
1074407,1013627971,1934736,0,0
1074408,1013627981,1922700,0,0
1074409,1013627861,1916172,0,0
1074410,1013627891,1904952,0,0
1074411,1013627921,2061012,0,0
1074412,1013627851,1910460,0,0
1074413,1013627821,1965540,0,0
1074414,1013627951,2019396,0,0
1074415,1013627871,1773780,0,0
1074416,1013627831,1884960,0,0
1074417,1013627931,1996956,0,0
1074418,1013627911,2080596,0,0
1074419,1013627901,1915968,0,0
1074420,1013627961,1762356,0,0
1074421,1013627881,1896792,0,0
1074422,1013627841,2024292,0,0
1074423,1013627941,1647504,0,0
1075527,1013654171,2014704,0,0
1075531,1013654161,2069580,0,0
1075535,1013654141,2095284,0,0
1075539,1013654151,2478192,0,0
1075540,1013654071,1982268,0,0
1075541,1013653991,1931064,0,0
1075542,1013654001,1877820,0,0
1075543,1013654131,1904544,0,0
1075544,1013654091,1894344,0,0
1075545,1013654011,1894344,0,0
1075546,1013654031,1899444,0,0
1075547,1013654051,1884348,0,0
1075549,1013654081,1893528,0,0
1075550,1013654101,1888428,0,0
1075551,1013654021,1926576,0,0
1075552,1013654041,2499612,0,0
1075553,1013654061,1920252,0,0
1075554,1013654121,1859868,0,0
1075960,1013693051,0,0,0
1075961,1013693061,0,0,0
1075962,1013692281,11159412,0,0
1075963,1013692291,10028436,0,0
1075964,1013692261,11020488,0,0
1075965,1013692231,10857492,0,0
1075966,1013692211,11062920,0,0
1075967,1013692141,11292420,0,0
1075968,1013692191,6862968,0,0
1075969,1013692161,11428080,0,0
1075970,1013692271,10827708,0,0
1075971,1013692241,10987848,0,0
1075972,1013692221,11871168,0,0
1075973,1013692151,10576788,0,0
1075974,1013692201,11532732,0,0
1075975,1013692171,9428064,0,0
1075976,1013692251,10733256,0,0
1075977,1013692181,11158392,0,0
1075978,1013691941,10575360,0,0
1075979,1013691961,11575164,0,0
1075980,1013691951,9831984,0,0
1075981,1013691931,10829340,0,0
1075982,1013691901,9840144,0,0
1075983,1013691821,7505160,0,0
1075984,1013691831,11316696,0,0
1075985,1013691911,10762020,0,0
1075986,1013691881,8647560,0,0
1075987,1013691861,4752588,0,0
1075988,1013691811,9044136,0,0
1075989,1013691851,2978400,0,0
1075990,1013691841,9926028,0,0
1075991,1013691921,10411752,0,0
1075992,1013691891,9905628,0,0
1075993,1013691871,2246040,0,0
1076061,1013703811,8551884,0,0
1076062,1013709641,10142268,0,0
1076063,1013709651,7331352,0,0
1076064,1013709631,10902372,0,0
1076065,1013709661,9847488,0,0
1076066,1013703851,10268952,0,0
1076067,1013703871,10462548,0,0
1076068,1013709671,10250388,0,0
1076069,1013703831,7482312,0,0
1076070,1013709481,11015592,0,0
1076071,1013709571,9773028,0,0
1076072,1013703861,6952932,0,0
1076073,1013703881,9776292,0,0
1076074,1013709601,10990908,0,0
1076075,1013703841,10238964,0,0
1076076,1013703821,6998628,0,0
1076077,1013709521,11333628,0,0
1076078,1013709541,9172044,0,0
1076079,1013709491,10009464,0,0
1076080,1013709611,10051692,0,0
1076081,1013703701,9763644,0,0
1076082,1013703691,10014156,0,0
1076083,1013709531,9955812,0,0
1076084,1013709551,10059444,0,0
1076085,1013709501,10451328,0,0
1076086,1013709581,10020276,0,0
1076087,1013703711,9939900,0,0
1076088,1013703731,10021296,0,0
1076089,1013709621,9990084,0,0
1076090,1013709561,10408284,0,0
1076091,1013709511,10039452,0,0
1076092,1013709591,10335864,0,0
1076093,1013703721,10355652,0,0
1076094,1013703661,8656332,0,0
1076095,1013709451,4983924,0,0
1076096,1013703591,10118604,0,0
1076097,1013703541,7410300,0,0
1076098,1013709351,4772784,0,0
1076099,1013709391,9686940,0,0
1076100,1013703551,10603716,0,0
1076101,1013709361,10185516,0,0
1076102,1013709401,9971520,0,0
1076103,1013709331,10054140,0,0
1076104,1013709421,10543128,0,0
1076105,1013703631,8926020,0,0
1076106,1013703671,11021100,0,0
1076107,1013709461,10542516,0,0
1076108,1013703601,10239168,0,0
1076109,1013703561,10300980,0,0
1076110,1013709431,10220196,0,0
1076111,1013703641,9934392,0,0
1076112,1013703681,10012116,0,0
1076113,1013709471,10738968,0,0
1076114,1013703611,6186708,0,0
1076115,1013703571,10888500,0,0
1076116,1013709371,8331360,0,0
1076117,1013709411,10005384,0,0
1076118,1013709341,9669600,0,0
1076119,1013709441,6112044,0,0
1076120,1013703621,5269116,0,0
1076121,1013703581,9761196,0,0
1076122,1013709381,9704076,0,0
1076123,1013709241,9908076,0,0
1076124,1013709181,6451500,0,0
1076125,1013709271,10241004,0,0
1076126,1013703651,10199592,0,0
1076127,1013703491,9712848,0,0
1076128,1013709301,10092696,0,0
1076129,1013703421,10572708,0,0
1076130,1013709191,9592896,0,0
1076131,1013709281,9655116,0,0
1076132,1013703461,10269564,0,0
1076133,1013703501,10817712,0,0
1076134,1013709311,11117592,0,0
1076135,1013703431,10805676,0,0
1076136,1013703391,10292820,0,0
1076137,1013709221,6584916,0,0
1076138,1013709251,10686948,0,0
1076139,1013709201,10769976,0,0
1076140,1013709321,10632276,0,0
1076141,1013703441,8835444,0,0
1076142,1013703401,5856024,0,0
1076143,1013709231,9967236,0,0
1076144,1013709261,9817704,0,0
1076145,1013709211,2825400,0,0
1076146,1013709291,10260588,0,0
1076147,1013703471,6569820,0,0
1076148,1013703511,7363584,0,0
1076149,1013709161,9432552,0,0
1076150,1013709141,8625936,0,0
1076151,1013709131,6902340,0,0
1076152,1013709151,10290168,0,0
1076153,1013703481,10357284,0,0
1076154,1013703521,9958872,0,0
1076155,1013709171,10465608,0,0
1076156,1013703451,6215472,0,0
1076157,1013703411,7377252,0,0
1076158,1013709001,10448268,0,0
1076159,1013709051,8989464,0,0
1076160,1013703531,10096980,0,0
1076161,1013709101,6496788,0,0
1076162,1013703281,11027220,0,0
1076163,1013703241,10179396,0,0
1076164,1013709011,10058220,0,0
1076165,1013709061,8166732,0,0
1076166,1013708981,7748124,0,0
1076167,1013709081,9793836,0,0
1076168,1013703311,6275652,0,0
1076169,1013703361,10870548,0,0
1076170,1013709021,10104732,0,0
1076171,1013709071,6998016,0,0
1076172,1013708991,10085148,0,0
1076173,1013709091,10562508,0,0
1076174,1013703321,4679964,0,0
1076175,1013703371,7981296,0,0
1076176,1013709111,10453164,0,0
1076177,1013703291,9749772,0,0
1076178,1013703251,10071480,0,0
1076179,1013709031,10437660,0,0
1076180,1013703331,9976824,0,0
1076181,1013703381,10209996,0,0
1076182,1013709121,10176744,0,0
1076183,1013703301,9657564,0,0
1076184,1013703261,9452340,0,0
1076185,1013709041,9822600,0,0
1076186,1013708881,10095960,0,0
1076187,1013708831,10066788,0,0
1076188,1013708921,9891144,0,0
1076189,1013703341,10415832,0,0
1076190,1013703271,11310576,0,0
1076191,1013708861,10179804,0,0
1076192,1013708891,11014776,0,0
1076193,1013708841,8400924,0,0
1076194,1013708931,10285680,0,0
1076195,1013703351,9717336,0,0
1076196,1013703211,10254060,0,0
1076197,1013708951,4863564,0,0
1076198,1013703191,10722036,0,0
1076199,1013703171,10285068,0,0
1076200,1013708961,10462956,0,0
1076201,1013703201,10568016,0,0
1076202,1013703181,11260392,0,0
1076203,1013708871,10725708,0,0
1076204,1013708901,5529624,0,0
1076205,1013708851,5618976,0,0
1076206,1013708941,9257928,0,0
1076207,1013703081,8715696,0,0
1076208,1013703121,5621832,0,0
1076209,1013708971,8474976,0,0
1076210,1013708911,10182456,0,0
1076211,1013708681,10548840,0,0
1076212,1013708771,7092468,0,0
1076213,1013703091,8551680,0,0
1076214,1013703131,6330120,0,0
1076215,1013708801,10475808,0,0
1076216,1013703051,10596576,0,0
1076217,1013703021,8747928,0,0
1076218,1013708711,9934188,0,0
1076219,1013708741,10893192,0,0
1076220,1013703141,10514772,0,0
1076221,1013708811,10017420,0,0
1076222,1013703061,10692660,0,0
1076223,1013703031,7173660,0,0
1076224,1013708721,10204488,0,0
1076225,1013708751,9786492,0,0
1076226,1013708691,10594536,0,0
1076227,1013708781,6077160,0,0
1076228,1013703101,9859728,0,0
1076229,1013703151,9785472,0,0
1076230,1013708731,10605756,0,0
1076231,1013708761,10255284,0,0
1076232,1013708701,10222032,0,0
1076233,1013708791,10522932,0,0
1076234,1013703111,9832188,0,0
1076235,1013703161,9731004,0,0
1076236,1013708821,10369320,0,0
1076237,1013703071,10645128,0,0
1076238,1013703041,9831780,0,0
1076239,1013708641,9378492,0,0
1076240,1013702951,10195512,0,0
1076241,1013702991,4908036,0,0
1076242,1013708671,9973764,0,0
1076243,1013702911,8836260,0,0
1076244,1013702871,9884616,0,0
1076245,1013708651,7199772,0,0
1076246,1013708661,10149612,0,0
1076247,1013708631,6237096,0,0
1076248,1013708571,9781392,0,0
1076249,1013702961,10185108,0,0
1076250,1013702881,9924600,0,0
1076251,1013708511,10102692,0,0
1076252,1013708541,9794040,0,0
1076253,1013708481,8572080,0,0
1076254,1013708581,9035976,0,0
1076255,1013702971,5571036,0,0
1076256,1013703001,9889512,0,0
1076257,1013708611,8742420,0,0
1076258,1013702921,10828524,0,0
1076259,1013702891,9732432,0,0
1076260,1013708591,7953552,0,0
1076261,1013702981,10086984,0,0
1076262,1013703011,9994164,0,0
1076263,1013708621,10428684,0,0
1076264,1013702931,5039208,0,0
1076265,1013702901,10871160,0,0
1076266,1013708521,6155292,0,0
1076267,1013708551,9960504,0,0
1076268,1013708491,4351320,0,0
1076269,1013708601,7351548,0,0
1076270,1013702941,6167124,0,0
1076271,1013702721,12133512,0,0
1076272,1013708531,7365828,0,0
1076273,1013708561,4319700,0,0
1076274,1013708501,10534356,0,0
1076275,1013708401,10086168,0,0
1076276,1013702791,6787284,0,0
1076277,1013702831,10479888,0,0
1076278,1013708431,8581668,0,0
1076279,1013702751,10173684,0,0
1076280,1013708331,11020692,0,0
1076281,1013708411,11766312,0,0
1076282,1013702801,11149416,0,0
1076283,1013702841,9813624,0,0
1076284,1013708441,10340148,0,0
1076285,1013702761,9639612,0,0
1076286,1013702731,11165736,0,0
1076287,1013708361,10484784,0,0
1076288,1013708381,10344024,0,0
1076289,1013708341,9947040,0,0
1076290,1013708451,10644312,0,0
1076291,1013702771,10823424,0,0
1076292,1013702741,10447452,0,0
1076293,1013708371,9831984,0,0
1076294,1013708391,8133276,0,0
1076295,1013708351,9826884,0,0
1076296,1013708421,8707128,0,0
1076297,1013702811,9451932,0,0
1076298,1013702851,10950108,0,0
1076299,1013708461,10135332,0,0
1076300,1013702821,10027212,0,0
1076301,1013702861,10328520,0,0
1076302,1013708471,11223060,0,0
1076303,1013702781,8762616,0,0
1076304,1013705161,9835452,0,0
1076305,1013708211,7362156,0,0
1076306,1013708241,10236312,0,0
1076307,1013708181,7035756,0,0
1076308,1013708271,10015788,0,0
1076309,1013705181,10340964,0,0
1076310,1013705171,8590032,0,0
1076311,1013708221,2802144,0,0
1076312,1013708251,10704084,0,0
1076313,1013708191,10328724,0,0
1076314,1013708281,10672872,0,0
1076315,1013705191,7289124,0,0
1076316,1013705201,10197756,0,0
1076317,1013708311,10305672,0,0
1076318,1013705051,4746060,0,0
1076319,1013705011,9911340,0,0
1076320,1013708291,5429868,0,0
1076321,1013705101,10768548,0,0
1076322,1013705131,6731796,0,0
1076323,1013708321,7626744,0,0
1076324,1013705061,6136932,0,0
1076325,1013705021,9093096,0,0
1076326,1013708231,11551296,0,0
1076327,1013708261,4893756,0,0
1076328,1013708201,10127376,0,0
1076329,1013708301,5053896,0,0
1076330,1013705071,10153896,0,0
1076331,1013705031,8236908,0,0
1076332,1013708141,10673892,0,0
1076333,1013708151,10809348,0,0
1076334,1013708131,9977436,0,0
1076335,1013708161,8191824,0,0
1076336,1013705111,9992124,0,0
1076337,1013705141,10537824,0,0
1076338,1013708171,6311556,0,0
1076339,1013705081,10853412,0,0
1076340,1013707981,9567600,0,0
1076341,1013708071,10023336,0,0
1076342,1013705121,10991520,0,0
1076343,1013705151,9964584,0,0
1076344,1013708101,9720396,0,0
1076345,1013705091,10453776,0,0
1076346,1013705041,10452348,0,0
1076347,1013708021,5985972,0,0
1076348,1013708041,10350144,0,0
1076349,1013707991,7132452,0,0
1076350,1013708111,9170208,0,0
1076351,1013704891,10511304,0,0
1076352,1013704861,5632032,0,0
1076353,1013708031,10345656,0,0
1076354,1013708051,10202244,0,0
1076355,1013708001,10169400,0,0
1076356,1013708081,10202856,0,0
1076357,1013704921,11120856,0,0
1076358,1013704961,9840552,0,0
1076359,1013708121,10194288,0,0
1076360,1013708061,10236108,0,0
1076361,1013708011,7944168,0,0
1076362,1013708091,10111872,0,0
1076363,1013704931,9994572,0,0
1076364,1013704971,10310160,0,0
1076365,1013707941,10020072,0,0
1076366,1013704901,9754464,0,0
1076367,1013704871,9970908,0,0
1076368,1013707851,9943368,0,0
1076369,1013707891,10320156,0,0
1076370,1013704981,5360508,0,0
1076371,1013707951,10149204,0,0
1076372,1013704911,6976188,0,0
1076373,1013704881,7269744,0,0
1076374,1013707861,3302964,0,0
1076375,1013707901,10031088,0,0
1076376,1013707831,10552104,0,0
1076377,1013707921,10496004,0,0
1076378,1013704941,9774660,0,0
1076379,1013704991,5809920,0,0
1076380,1013707871,10027824,0,0
1076381,1013707911,11644524,0,0
1076382,1013707841,10389108,0,0
1076383,1013707931,11095356,0,0
1076384,1013704951,9738756,0,0
1076385,1013705001,10897884,0,0
1076386,1013707961,10289964,0,0
1076387,1013704751,10129416,0,0
1076388,1013704711,9916032,0,0
1076389,1013707881,10294248,0,0
1076390,1013704791,10016808,0,0
1076391,1013704831,11001924,0,0
1076392,1013707971,10391148,0,0
1076393,1013704761,11234076,0,0
1076394,1013704721,10651656,0,0
1076395,1013707721,4949244,0,0
1076396,1013707751,9740388,0,0
1076397,1013707681,10714896,0,0
1076398,1013707781,10133904,0,0
1076399,1013704801,9451320,0,0
1076400,1013707691,9638388,0,0
1076401,1013707791,4808484,0,0
1076402,1013704811,10426848,0,0
1076403,1013704841,10599228,0,0
1076404,1013707811,10116156,0,0
1076405,1013704771,9490284,0,0
1076406,1013704731,10533540,0,0
1076407,1013707731,10186332,0,0
1076408,1013707761,5627748,0,0
1076409,1013707701,10716324,0,0
1076410,1013707821,2411076,0,0
1076411,1013704781,8873592,0,0
1076412,1013704741,11278140,0,0
1076413,1013707741,10436844,0,0
1076414,1013707771,10160628,0,0
1076415,1013707711,10520076,0,0
1076416,1013707801,10529664,0,0
1076417,1013704821,6516168,0,0
1076418,1013704851,3625692,0,0
1076419,1013707671,9493752,0,0
1076420,1013707661,10048428,0,0
1076421,1013707651,10377276,0,0
1076422,1013707591,1193196,0,0
1076423,1013704681,7004544,0,0
1076424,1013704691,8583300,0,0
1076425,1013707621,9341772,0,0
1076426,1013704661,10530684,0,0
1076427,1013704651,9175716,0,0
1076428,1013707521,9587796,0,0
1076429,1013707561,10340352,0,0
1076430,1013704701,10549452,0,0
1076431,1013707631,10246920,0,0
1076432,1013704671,10083720,0,0
1076433,1013704501,10225296,0,0
1076434,1013707531,9351768,0,0
1076435,1013707571,10303224,0,0
1076436,1013707501,9537204,0,0
1076437,1013707601,4859076,0,0
1076438,1013704561,5552880,0,0
1076439,1013704611,10318116,0,0
1076440,1013707541,5189352,0,0
1076441,1013707581,10984992,0,0
1076442,1013707511,10203876,0,0
1076443,1013707611,7298100,0,0
1076444,1013704571,9734064,0,0
1076445,1013704621,10085964,0,0
1076446,1013707641,9833412,0,0
1076447,1013704541,9663888,0,0
1076448,1013704511,7679376,0,0
1076449,1013707551,9921132,0,0
1076450,1013704581,5097144,0,0
1076451,1013704631,10647168,0,0
1076452,1013707471,8214264,0,0
1076453,1013704551,8543112,0,0
1076454,1013704521,9737124,0,0
1076455,1013707381,7046568,0,0
1076456,1013707411,9748140,0,0
1076457,1013707351,9408888,0,0
1076458,1013707441,11233668,0,0
1076459,1013704591,6286668,0,0
1076460,1013704531,10744884,0,0
1076461,1013707391,10373604,0,0
1076462,1013707421,8218344,0,0
1076463,1013707361,9448464,0,0
1076464,1013707451,5460264,0,0
1076465,1013704601,9145932,0,0
1076466,1013704641,6186096,0,0
1076467,1013707481,4721376,0,0
1076468,1013704391,8653476,0,0
1076469,1013704351,9823416,0,0
1076470,1013707461,8704884,0,0
1076471,1013704441,9558420,0,0
1076472,1013704471,10693680,0,0
1076473,1013707491,5782788,0,0
1076474,1013704401,6296052,0,0
1076475,1013704361,10761204,0,0
1076476,1013707401,11211840,0,0
